59,0.93,-6.13,839.5,476.64,-583.19,-370.77,-26.21,-50.74
60,0.95,-3.35,236.49,-195.63,-102.85,-84.14,-20.84,-152.27
61,0.96,-1.19,87.76,51.23,-71.21,-2.41,-1.57,-54.27
62,0.97,2.23,18.23,11.68,2.41,13.79,49.16,11.67
63,1.0,0.56,39.93,35.26,-17.99,5.26,7.57,-27.02
64,1.01,-2.59,170.97,-158.84,-55.9,-29.6,-9.97,-160.61
65,1.03,-2.19,143.54,115.67,-79.66,-29.63,-11.91,-34.55
66,1.05,-2.79,191.02,-32.02,-35.96,184.85,75.4,-131.69
67,1.07,-1.4,101.57,87.63,30.35,-41.43,-24.07,19.11
68,1.09,1.05,33.21,13.66,-27.44,12.78,22.63,-63.54
69,1.11,0.65,40.32,32.04,-23.08,-8.16,-11.67,-35.77
70,1.13,-5.62,731.3,335.22,-65.47,646.64,62.16,-11.05
71,1.13,-4.67,472.72,-367.4,280.43,99.16,12.11,142.65
72,1.13,0.98,34.93,-21.76,-9.78,-25.51,-46.91,-155.8
73,1.14,-2.54,177.95,137.11,-64.75,-93.14,-31.56,-25.28
74,1.14,-3.36,259.13,-201.15,40.41,-158.29,-37.65,168.64
75,1.14,-2.82,201.78,22.23,-19.07,-199.65,-81.66,-40.63
76,1.14,0.0,55.04,22.32,42.85,-26.36,-28.61,62.49
77,1.16,-1.13,93.59,77.69,-20.91,47.81,30.72,-15.06
78,1.17,1.66,26.03,-13.97,-1.51,-21.92,-57.35,-173.83
79,1.18,1.1,33.79,-33.03,4.6,5.48,9.33,172.07
80,1.19,-4.5,447.87,-225.95,290.25,255.53,34.79,127.9
81,1.19,-1.41,108.41,-67.78,-13.44,-83.54,-50.4,-168.78
82,1.2,-2.49,178.46,15.26,-175.64,27.73,8.94,-85.03
83,1.2,-0.21,62.68,17.06,-22.74,-55.86,-63.02,-53.12
84,1.2,-0.29,64.59,-37.38,-50.77,14.05,12.57,-126.36
85,1.21,-5.92,868.33,342.19,-59.74,795.82,66.42,-9.9
86,1.22,0.56,44.25,-17.97,32.29,24.35,33.39,119.1
87,1.24,-1.39,109.24,-82.76,45.99,-54.49,-29.92,150.94
88,1.26,-1.73,129.37,115.52,20.5,-54.49,-24.91,10.06
89,1.26,-0.22,64.49,27.0,-5.82,58.27,64.64,-12.16
90,1.26,0.74,41.48,-2.32,-37.79,16.96,24.14,-93.51
91,1.27,-0.45,72.08,33.74,59.27,-23.33,-18.89,60.35
92,1.28,-4.41,449.19,83.23,8.67,441.32,79.26,5.95
93,1.28,2.65,17.42,-4.46,7.96,14.83,58.39,119.27
94,1.29,-0.5,74.33,11.55,64.21,35.63,28.64,79.81
95,1.31,-7.0,1492.05,707.82,333.09,-1270.53,-58.38,25.2
96,1.32,-0.93,92.1,-70.42,-37.21,-46.25,-30.14,-152.15
97,1.33,1.1,36.15,26.58,8.65,22.92,39.35,18.02
98,1.34,-0.28,68.89,16.93,-51.9,-42.02,-37.59,-71.93
99,1.35,-5.35,712.19,-631.32,-312.31,105.39,8.51,-153.68
100,1.35,-3.98,379.53,-83.7,349.41,122.26,18.79,103.47
101,1.36,-1.83,141.99,11.2,121.5,-72.62,-30.76,84.74
102,1.36,-2.05,157.04,-132.63,-84.07,1.84,0.67,-147.63
103,1.36,2.03,23.92,11.49,20.34,-5.16,-12.46,60.54
104,1.38,-5.4,738.42,411.65,599.36,-128.77,-10.04,55.52
105,1.39,-1.59,128.89,-96.12,-54.21,66.61,31.12,-150.58
106,1.4,-4.4,471.28,-92.58,92.97,452.65,73.84,134.88
107,1.41,-1.36,116.77,-35.55,64.24,90.8,51.04,118.96
108,1.41,0.55,48.48,-35.15,-31.8,-10.18,-12.12,-137.86
109,1.42,-3.72,346.99,-235.27,-45.28,-251.0,-46.33,-169.11
110,1.42,-3.04,254.15,102.11,149.58,-178.3,-44.55,55.68
111,1.42,-0.12,66.37,2.4,11.95,65.24,79.42,78.65
112,1.43,-0.2,68.93,44.5,-49.11,-18.95,-15.96,-47.82
113,1.44,2.52,19.8,-17.54,-8.13,-4.26,-12.41,-155.14
114,1.45,-1.39,120.2,27.65,-85.5,79.83,41.62,-72.08
115,1.46,-0.98,100.12,85.0,-44.1,29.25,16.98,-27.42
116,1.47,-1.01,102.25,17.39,-62.15,-79.31,-50.87,-74.37
117,1.47,-1.05,104.5,98.72,-31.25,-14.07,-7.74,-17.57
118,1.48,-2.62,215.7,-158.06,142.9,-33.51,-8.94,137.88
119,1.49,-3.1,270.25,46.09,-240.25,114.85,25.15,-79.14
120,1.49,-2.41,196.2,153.48,63.18,-104.62,-32.22,22.37
121,1.5,-2.1,171.28,94.66,18.12,-141.59,-55.76,10.84
122,1.5,-1.16,110.69,43.65,23.8,98.9,63.31,28.6
123,1.5,1.0,41.0,21.78,32.21,13.03,18.53,55.93
124,1.5,0.79,45.28,32.56,-13.93,28.21,38.53,-23.17
125,1.51,-3.2,284.58,-78.75,270.75,38.42,7.76,106.22
126,1.51,-1.9,156.99,30.22,-116.19,-101.16,-40.12,-75.42
127,1.52,-0.41,79.52,52.67,51.11,30.63,22.65,44.14
128,1.53,-7.25,1859.16,-821.69,-1031.21,-1310.69,-44.83,-128.55
129,1.53,0.55,51.11,35.32,-36.94,-0.23,-0.25,-46.28
130,1.53,1.65,30.88,-3.38,1.04,30.67,83.43,162.94
131,1.55,-1.41,127.62,82.99,49.25,-83.51,-40.87,30.69
132,1.56,-2.39,200.82,-155.5,-13.18,126.39,39.0,-175.16
133,1.56,-0.94,103.22,-42.83,25.08,90.5,61.25,149.65
134,1.56,-0.27,75.69,-66.66,-35.81,-2.08,-1.57,-151.76
135,1.57,-0.92,102.69,19.97,-79.24,62.19,37.27,-75.85
136,1.59,-4.95,664.3,-470.25,427.32,193.79,16.96,137.74
137,1.59,-5.2,743.13,382.29,15.12,637.08,59.01,2.27
138,1.59,-1.41,130.1,-59.17,7.55,-115.63,-62.71,172.73
139,1.59,-0.03,68.68,-5.38,-43.85,-52.58,-49.96,-96.99
140,1.6,-1.65,145.84,-3.73,-137.7,47.9,19.18,-91.55
141,1.6,-0.54,87.28,47.31,72.05,13.73,9.05,56.71
142,1.6,-1.16,116.42,-42.87,108.2,-2.77,-1.37,111.61
143,1.6,1.35,36.62,-22.5,-0.28,-28.88,-52.07,-179.29
144,1.61,-1.28,123.35,98.88,-55.36,48.72,23.26,-29.24
145,1.61,1.75,30.63,-12.32,26.61,8.82,16.74,114.85
146,1.62,0.77,48.35,11.59,-43.23,18.28,22.22,-74.99
147,1.63,-7.14,1844.61,-1036.91,325.95,-1490.35,-53.9,162.55
148,1.63,-2.74,243.58,-85.1,-227.55,17.69,4.17,-110.51
149,1.63,-1.64,147.33,-70.66,126.29,-27.66,-10.82,119.23
150,1.64,-1.8,158.8,155.69,28.24,-13.48,-4.87,10.28
151,1.64,0.6,52.57,-29.25,-0.67,43.67,56.18,-178.69
152,1.64,5.5,5.52,0.94,-1.64,-5.19,-69.99,-60.14
153,1.65,-4.67,598.24,283.56,-434.14,-298.34,-29.91,-56.85
154,1.65,-4.48,547.32,322.2,-111.08,428.26,51.49,-19.02
155,1.67,0.21,63.71,-12.65,22.48,-58.26,-66.12,119.37
156,1.68,-3.56,363.66,215.21,292.67,-16.62,-2.62,53.67
157,1.69,-4.2,492.38,240.95,15.44,429.12,60.64,3.67
158,1.7,0.79,49.44,4.76,-24.34,42.77,59.89,-78.93
159,1.72,-4.27,514.84,257.74,-210.15,-393.02,-49.76,-39.19
160,1.72,-1.56,147.48,-97.42,22.77,108.35,47.28,166.85
161,1.72,-1.46,140.97,72.6,-30.76,116.86,55.99,-22.96
162,1.73,-1.47,142.36,1.54,89.4,110.77,51.09,89.01
163,1.73,3.74,12.91,4.29,0.59,12.16,70.4,7.86
164,1.74,-5.09,757.74,45.22,27.05,755.9,86.01,30.89
165,1.74,-0.3,83.29,-62.01,35.88,-42.49,-30.67,149.95
166,1.74,0.65,53.95,26.02,-45.05,14.28,15.35,-59.99
167,1.75,-2.08,190.48,182.6,52.27,-14.34,-4.32,15.97
168,1.75,3.25,16.29,4.58,4.44,14.98,66.92,44.12
169,1.76,-3.41,352.61,51.69,-317.08,-145.35,-24.34,-80.74
170,1.77,-2.75,261.56,-53.41,188.7,-173.07,-41.43,105.81
171,1.78,-4.45,575.05,-324.11,469.51,-72.01,-7.19,124.62
172,1.78,-2.83,271.83,-145.14,-31.55,227.66,56.88,-167.74
173,1.78,-0.9,112.2,-51.95,66.36,74.07,41.31,128.06
174,1.78,1.03,46.16,12.33,-14.84,-41.94,-65.3,-50.28
175,1.78,2.33,25.29,11.89,-15.48,16.09,39.51,-52.48
176,1.79,-6.17,1275.4,845.93,-44.95,953.42,48.38,-3.04
177,1.79,1.03,46.27,-0.42,-16.51,43.22,69.09,-91.45
178,1.8,-1.65,159.61,-63.86,32.05,-142.73,-63.41,153.34
179,1.81,-6.8,1714.43,1297.01,1031.86,-438.51,-14.82,38.5
180,1.81,-6.44,1459.11,-485.09,-1372.76,-95.99,-3.77,-109.46
181,1.81,-0.79,108.16,54.01,92.03,-17.71,-9.42,59.59
182,1.82,-5.26,848.12,336.77,-52.78,776.6,66.3,-8.91
183,1.82,-1.28,136.46,97.34,-14.91,-94.47,-43.81,-8.71
184,1.83,-4.59,625.87,44.13,544.53,-305.36,-29.2,85.37
185,1.83,-2.17,205.98,55.68,-170.5,101.29,29.45,-71.92
186,1.84,-3.87,454.16,-169.38,-402.78,123.86,15.83,-112.81
187,1.85,-0.23,84.94,-12.4,-79.11,-28.34,-19.49,-98.91
188,1.85,0.86,51.45,11.38,7.63,49.59,74.55,33.85
189,1.86,-2.86,286.65,55.44,-29.89,-279.64,-77.31,-28.33
190,1.86,-2.06,198.63,-98.82,102.01,-138.86,-44.36,134.09
191,1.86,-0.72,106.97,-68.98,-0.43,81.76,49.85,-179.65
192,1.87,-3.17,332.46,-320.59,-19.32,-85.88,-14.97,-176.55
193,1.88,-3.66,417.8,20.5,381.31,-169.53,-23.94,86.92
194,1.88,-2.89,293.6,-76.68,-283.11,13.1,2.56,-105.15
195,1.88,-0.16,83.29,-24.86,54.66,-57.72,-43.87,114.46
196,1.89,-2.69,268.73,246.07,49.74,-95.87,-20.9,11.43
197,1.89,-0.9,118.08,101.02,-59.39,14.53,7.07,-30.45
198,1.89,3.26,17.36,-1.94,16.36,-5.45,-18.3,96.76
199,1.9,-6.05,1269.97,-1042.27,-660.7,-299.93,-13.66,-147.63
200,1.9,-5.97,1221.2,-715.01,-978.5,-150.39,-7.07,-126.16
201,1.9,-6.47,1534.21,227.29,-398.93,1463.9,72.59,-60.33
202,1.9,-0.39,93.52,25.09,-89.59,9.57,5.88,-74.35
203,1.91,-2.45,242.34,-102.37,-60.25,211.24,60.65,-149.52
204,1.92,-0.96,122.41,-77.17,80.41,50.63,24.43,133.82
205,1.93,-2.72,278.45,-227.65,102.88,122.97,26.21,155.68
206,1.93,-0.98,124.79,82.08,84.88,40.38,18.88,45.96
207,1.94,-0.32,92.51,20.45,50.28,-74.91,-54.07,67.86
208,1.94,0.81,54.81,-9.35,18.9,50.59,67.37,116.33
209,1.95,0.13,75.57,-70.57,-1.33,-27.0,-20.94,-178.92
210,1.96,-6.02,1288.45,1030.13,694.89,-340.67,-15.33,34.0
211,1.96,0.64,59.91,17.7,-4.46,57.06,72.26,-14.15
212,1.96,2.34,27.44,-10.08,13.18,-21.86,-52.8,127.42
213,1.96,1.74,36.18,-23.8,-24.64,11.64,18.76,-134.01
214,1.97,-4.37,606.45,314.27,-254.62,-451.87,-48.17,-39.01
215,1.97,-3.32,373.8,309.41,-39.18,-206.05,-33.45,-7.22
216,1.97,-1.77,182.12,-140.26,52.8,103.48,34.62,159.37
217,1.97,-0.65,109.07,-50.72,96.55,-1.16,-0.61,117.71
218,1.97,0.64,60.13,2.2,-12.42,-58.8,-77.9,-79.94
219,1.98,-3.17,349.45,-195.16,195.31,214.19,37.8,134.98
220,1.98,-2.77,291.13,-236.44,-122.25,-117.94,-23.9,-152.66
221,1.98,-0.01,81.56,-56.03,-56.04,-19.29,-13.68,-134.99
222,1.98,0.89,53.71,38.02,36.83,-9.09,-9.75,44.09
223,1.99,-2.18,222.55,-129.42,-180.66,11.83,3.05,-125.62
224,1.99,-0.1,85.39,41.22,-40.32,62.98,47.52,-44.36
225,1.99,-0.33,95.17,33.27,78.61,-42.1,-26.25,67.06
226,1.99,1.1,49.27,-39.45,-5.47,29.01,36.07,-172.1
227,1.99,1.63,38.57,-36.55,11.4,4.66,6.94,162.68
228,2.0,-3.43,397.89,245.38,265.17,166.7,24.77,47.22
229,2.0,-1.47,160.92,-22.96,-96.51,126.7,51.94,-103.38
230,2.0,0.7,59.51,7.42,-32.43,-49.34,-56.01,-77.11
231,2.01,-5.08,855.64,-607.73,-278.02,-534.31,-38.64,-155.42
232,2.01,-4.19,566.01,-34.0,-265.86,498.52,61.74,-97.29
233,2.01,-1.75,184.11,-65.05,151.48,81.96,26.44,113.24
234,2.01,-1.68,178.2,-46.85,-131.34,-110.95,-38.51,-109.63
235,2.02,-3.96,514.0,-405.75,-52.19,311.19,37.26,-172.67
236,2.02,-4.28,592.5,-415.14,392.17,157.86,15.45,136.63
237,2.02,-2.39,248.9,-93.51,-207.87,99.99,23.69,-114.22
238,2.02,1.51,41.24,-1.62,-18.02,37.06,63.97,-95.15
239,2.03,-4.04,533.29,484.6,-89.76,-203.74,-22.46,-10.49
240,2.04,0.53,65.15,-33.03,-24.86,-50.35,-50.61,-143.04
241,2.05,-5.77,1196.95,-830.68,-728.75,459.97,22.6,-138.74
242,2.05,-1.3,153.15,3.62,-74.94,-133.52,-60.67,-87.23
243,2.05,-1.04,135.03,41.61,91.1,90.57,42.13,65.45
244,2.05,-0.07,86.74,-39.25,-76.01,14.35,9.52,-117.31
245,2.05,1.28,46.38,23.2,-18.82,35.48,49.9,-39.05
246,2.06,-4.87,792.61,269.06,-226.5,710.3,63.66,-40.09
247,2.06,-4.33,618.27,-349.49,504.16,77.07,7.16,124.73
248,2.06,-3.78,481.22,214.06,77.01,-424.05,-61.79,19.79
249,2.06,-0.94,129.44,-65.37,-20.41,-109.83,-58.05,-162.66
250,2.06,-1.21,147.49,-129.67,-16.55,-68.31,-27.59,-172.72
251,2.06,-1.16,143.56,-141.12,26.07,-3.93,-1.57,169.53
252,2.06,1.98,33.88,-16.77,-1.14,29.41,60.26,-176.11
253,2.07,-6.27,1513.97,-71.15,-1213.7,902.21,36.58,-93.36
254,2.07,-2.21,234.67,-34.55,232.08,3.8,0.93,98.47
255,2.07,-1.22,148.2,-2.15,120.24,86.6,35.76,91.03
256,2.07,-1.23,149.42,94.74,-115.46,4.33,1.66,-50.63
257,2.07,-0.72,117.51,-73.64,62.74,-66.7,-34.58,139.57
258,2.08,-3.93,518.38,-421.73,-300.82,19.13,2.11,-144.5
259,2.08,-2.77,303.51,189.31,38.62,234.07,50.46,11.53
260,2.09,-1.91,206.08,105.92,43.67,171.29,56.22,22.41
261,2.09,-1.67,184.27,-169.69,68.27,22.41,6.98,158.08
262,2.09,-2.29,244.86,-141.63,134.84,147.36,37.0,136.41
263,2.1,-5.48,1071.02,-893.69,-382.99,449.14,24.79,-156.8
264,2.1,-3.97,532.65,233.51,461.28,-128.12,-13.92,63.15
265,2.1,-1.67,185.32,98.5,153.54,-32.69,-10.16,57.32
266,2.1,-2.33,250.64,153.76,101.89,169.7,42.61,33.53
267,2.1,-0.81,124.49,-53.58,0.17,112.37,64.51,179.82
268,2.1,-0.21,94.7,-85.25,36.3,19.56,11.92,156.93
269,2.1,0.22,77.67,-75.63,12.61,-12.38,-9.17,170.54
270,2.1,0.7,62.08,-17.36,-22.49,55.2,62.77,-127.66
271,2.1,0.56,66.29,16.78,57.32,-28.75,-25.7,73.68
272,2.1,3.53,16.82,9.97,9.2,9.94,36.24,42.69
273,2.1,4.42,11.24,2.8,-8.33,7.0,38.56,-71.45
274,2.11,-2.15,231.36,-172.86,-81.88,-130.16,-34.24,-154.65
275,2.11,-0.89,129.98,111.84,12.75,-64.99,-30.0,6.5
276,2.12,-5.39,1035.26,-887.47,-513.92,141.52,7.86,-149.93
277,2.12,-4.45,673.31,-482.83,97.73,458.99,42.98,168.56
278,2.12,-2.99,343.83,134.42,274.25,157.92,27.34,63.89
279,2.12,-2.47,269.67,186.9,-28.78,-192.25,-45.47,-8.75
280,2.12,-2.35,255.53,232.22,-2.37,-106.59,-24.66,-0.58
281,2.12,-0.29,99.17,35.49,89.1,-25.22,-14.73,68.28
282,2.12,0.53,67.88,-43.39,-5.87,-51.87,-49.83,-172.29
283,2.13,-4.04,559.49,533.58,159.95,-52.31,-5.37,16.69
284,2.13,0.19,79.72,9.76,-55.36,-56.53,-45.16,-80.0
285,2.13,1.27,48.42,-7.56,1.42,-47.81,-80.86,169.4
286,2.14,-5.42,1059.41,512.33,-810.89,-449.81,-25.12,-57.71
287,2.14,-3.02,350.56,44.69,174.59,-300.68,-59.06,75.64
288,2.14,-2.42,266.15,122.4,-232.47,42.58,9.21,-62.23
289,2.15,-1.99,218.89,-14.42,217.31,21.95,5.75,93.8
290,2.15,-1.21,152.81,137.16,5.51,-67.15,-26.07,2.3
291,2.16,-3.71,485.12,-406.96,92.26,-247.41,-30.66,167.23
292,2.16,-1.04,142.91,113.87,-51.89,69.02,28.88,-24.5
293,2.17,-4.33,650.56,201.1,-618.69,1.74,0.15,-71.99
294,2.17,-3.91,535.45,-182.48,436.29,-251.12,-27.97,112.7
295,2.17,-1.42,169.9,-65.69,153.59,31.03,10.52,113.16
296,2.17,-0.18,96.28,-41.76,-66.25,56.0,35.57,-122.22
297,2.17,5.09,8.47,-7.94,-2.31,-1.86,-12.66,-163.75
298,2.18,-2.79,321.26,-121.13,194.83,-224.89,-44.43,121.87
299,2.18,-1.24,157.34,-107.27,113.34,20.11,7.34,133.42
300,2.18,-1.38,167.77,-94.33,-137.97,-14.54,-4.97,-124.36
301,2.18,-1.03,143.38,77.96,-76.0,-93.29,-40.59,-44.27
302,2.18,-0.33,103.66,82.84,-21.21,58.59,34.42,-14.36
303,2.19,-5.52,1137.56,24.7,-1124.76,-168.36,-8.51,-88.74
304,2.19,-5.13,950.23,543.71,447.89,-637.74,-42.16,39.48
305,2.19,-1.13,150.51,-131.35,24.51,69.27,27.4,169.43
306,2.19,0.36,76.01,-45.98,-38.76,46.49,37.71,-139.87
307,2.19,-0.21,98.35,25.96,3.1,94.82,74.59,6.82
308,2.19,2.75,25.19,-4.51,-24.78,0.37,0.84,-100.31
309,2.2,-4.02,569.67,216.32,500.02,-166.45,-16.99,66.61
310,2.2,-3.74,503.02,322.54,360.93,136.83,15.78,48.21
311,2.2,-1.77,203.31,-35.52,-194.57,47.08,13.39,-100.35
312,2.2,-0.26,101.59,-13.19,100.22,-10.15,-5.73,97.5
313,2.2,2.86,24.06,-20.17,-4.02,12.48,31.24,-168.72
314,2.21,-3.81,522.38,-318.84,110.13,-398.86,-49.78,160.94
315,2.21,-3.49,450.21,-15.21,269.6,-360.24,-53.15,93.23
316,2.21,-1.49,179.21,-175.73,20.77,-28.33,-9.1,173.26
317,2.21,0.05,87.97,87.68,-1.37,7.0,4.57,-0.89
318,2.22,-5.07,936.92,754.4,527.12,175.62,10.8,34.94
319,2.22,-4.27,647.82,-116.64,-100.77,-629.21,-76.23,-139.17
320,2.22,-1.94,221.71,105.84,61.87,184.73,56.43,30.31
321,2.22,-1.48,179.28,-136.88,106.6,45.2,14.6,142.09
322,2.22,-1.38,170.68,108.32,-127.81,-32.65,-11.03,-49.72
323,2.22,-1.48,178.71,20.65,-35.8,-173.87,-76.63,-60.02
324,2.22,-1.46,177.79,116.86,130.93,-28.46,-9.21,48.25
325,2.22,0.87,60.63,-51.68,-0.08,-31.7,-31.52,-179.91
326,2.22,0.84,61.74,5.96,56.4,-24.4,-23.27,83.97
327,2.22,4.07,13.93,-12.2,0.18,-6.72,-28.86,179.17
328,2.23,-4.31,661.85,145.21,-585.12,-273.12,-24.37,-76.06
329,2.23,-2.34,267.76,-114.64,-144.1,-194.39,-46.55,-128.5
330,2.23,0.16,84.55,-1.14,5.11,84.38,86.45,102.54
331,2.24,-4.75,814.66,-570.5,-98.9,-573.07,-44.7,-170.16
332,2.24,1.01,57.61,50.36,19.14,-20.4,-20.74,20.81
333,2.25,-6.03,1471.51,-944.25,1045.86,424.16,16.75,132.08
334,2.25,-4.05,592.91,218.75,144.5,-531.8,-63.76,33.45
335,2.25,-3.25,409.25,-283.03,-180.21,-234.32,-34.93,-147.52
336,2.25,-1.77,207.96,23.7,-205.6,20.33,5.61,-83.43
337,2.25,0.56,71.06,-15.91,-69.24,-1.43,-1.15,-102.94
338,2.26,-4.18,635.22,484.07,-324.67,-252.53,-23.43,-33.85
339,2.26,-2.92,354.15,166.87,39.63,-309.85,-61.03,13.36
340,2.26,0.13,87.08,-43.94,-42.41,62.07,45.46,-136.01
341,2.26,2.37,31.0,-3.73,-2.21,30.69,81.96,-149.41
342,2.26,2.17,33.89,-25.69,-7.09,-20.92,-38.13,-164.56
343,2.26,2.13,34.67,-9.72,-19.36,-27.07,-51.32,-116.66
344,2.27,-2.99,367.94,-55.46,363.68,-6.18,-0.96,98.67
345,2.27,-2.2,255.1,124.53,217.34,-48.3,-10.91,60.19
346,2.27,-1.49,184.43,158.49,-56.77,75.31,24.1,-19.71
347,2.27,-0.55,119.56,-42.64,-83.38,74.33,38.44,-117.09
348,2.27,-0.48,115.79,-48.01,-78.23,70.59,37.57,-121.54
349,2.27,-0.3,106.56,-41.07,-74.74,63.9,36.84,-118.79
350,2.28,-5.49,1170.84,-111.33,812.98,-835.19,-45.51,97.8
351,2.28,-3.37,441.09,-179.6,-374.47,-148.57,-19.68,-115.62
352,2.28,-2.23,260.78,115.74,155.7,-174.27,-41.93,53.38
353,2.28,0.93,60.89,-50.85,22.74,24.58,23.81,155.91
354,2.28,0.7,67.79,-66.37,-9.59,9.89,8.39,-171.78
355,2.29,-6.03,1498.75,-728.54,522.45,-1201.05,-53.26,144.36
356,2.29,-6.27,1675.4,-1541.66,-8.86,655.87,23.05,-179.67
357,2.29,-5.33,1091.17,-105.29,-813.5,719.57,41.26,-97.37
358,2.29,-4.42,716.05,-605.14,235.58,301.72,24.92,158.73
359,2.29,-0.57,121.94,64.78,91.4,-48.16,-23.26,54.67
360,2.29,-0.59,122.76,74.44,5.12,97.48,52.57,3.93
361,2.29,-1.33,173.05,-2.44,-144.22,-95.61,-33.54,-90.97
362,2.29,-0.45,114.76,-37.24,-9.26,108.15,70.46,-166.04
363,2.29,0.2,85.62,57.57,29.84,55.91,40.77,27.4
364,2.29,0.02,92.94,-84.77,-2.53,38.02,24.15,-178.29
365,2.29,1.57,45.34,0.96,-44.74,7.29,9.25,-88.77
366,2.29,1.6,44.66,7.12,-6.42,43.62,77.6,-42.02
367,2.3,-3.36,441.45,229.24,-358.54,-117.36,-15.42,-57.41
368,2.3,1.98,37.79,29.75,-23.27,1.04,1.58,-38.03
369,2.3,3.57,18.12,13.11,-7.63,9.91,33.15,-30.21
370,2.31,-6.44,1836.44,657.45,1125.01,1294.07,44.8,59.7
371,2.31,-3.76,533.24,410.62,177.41,-290.29,-32.98,23.37
372,2.31,-0.02,95.65,73.1,-15.4,-59.73,-38.64,-11.89
373,2.32,-4.05,611.5,-298.05,-350.91,-402.45,-41.16,-130.34
